left,right,match,prompt,completion,pred_ditto_new_wdc_small,pred_ditto_new_wdc_medium,pred_ditto_new_wdc_large
"title: Corsair ML140 Pro LED Blue 140mm Magnetic Levitation Fan | Discount Computer Needs 
description: View and shop for Corsair ML140 Pro LED Blue 140mm Magnetic Levitation Fan, Computer Case Fans, and many more products at Discount Computer Needs. 
price: 75.00 
priceCurrency: AUD","brand: Corsair 
title: Corsair ML Series ML140 Premium Magnetic Levitation 
price: 329 
priceCurrency: SEK",False,"title: Corsair ML140 Pro LED Blue 140mm Magnetic Levitation Fan | Discount Computer Needs 
description: View and shop for Corsair ML140 Pro LED Blue 140mm Magnetic Levitation Fan, Computer Case Fans, and many more products at Discount Computer Needs. 
price: 75.00 
priceCurrency: AUD

###

brand: Corsair 
title: Corsair ML Series ML140 Premium Magnetic Levitation 
price: 329 
priceCurrency: SEK

###

Same product?", no,False,False,False
"title: Cartus cerneala Epson T8651, capacitate 10000 pagini 
description: Cartus cerneala Epson T8651, capacitate 10000 pagini, pentru Workforce WP-M5190DW, Workforce M5690DWF 
price: 550.4202 
priceCurrency: RON","title: Blackmagic Design ATEM Production Studio 4K Live Switcher 
description: Supports NTSC/PAL/HD/UltraHD 4K @ 10-bit Supports 4K Resolution Over SDI or HDMI 4 x 6G-SDI & 4 x HDMI Inputs (4k/HD/SD) Tri-Sync/Blackburst Ref. Sync Input 8 x Built-in Frame Synchronizers Multiview Monitoring in HD Program Outputs in SD/HD/4K HD 1 x Upstream & 2 x Downstream Keyers Audio: 10 x Input, 2 Channel Mixer Hardware or Software Mac/PC Control 
price: 1695 
priceCurrency: USD",False,"title: Cartus cerneala Epson T8651, capacitate 10000 pagini 
description: Cartus cerneala Epson T8651, capacitate 10000 pagini, pentru Workforce WP-M5190DW, Workforce M5690DWF 
price: 550.4202 
priceCurrency: RON

###

title: Blackmagic Design ATEM Production Studio 4K Live Switcher 
description: Supports NTSC/PAL/HD/UltraHD 4K @ 10-bit Supports 4K Resolution Over SDI or HDMI 4 x 6G-SDI & 4 x HDMI Inputs (4k/HD/SD) Tri-Sync/Blackburst Ref. Sync Input 8 x Built-in Frame Synchronizers Multiview Monitoring in HD Program Outputs in SD/HD/4K HD 1 x Upstream & 2 x Downstream Keyers Audio: 10 x Input, 2 Channel Mixer Hardware or Software Mac/PC Control 
price: 1695 
priceCurrency: USD

###

Same product?", no,False,False,False
"brand: DJI Consumer 
title: DJI Inspire 2 | Matrice 200 | DJI Matrice 210 Charging Hub | Spare Part 8 
price: 109.00 
priceCurrency: EUR","brand: DJI 
title: Inspire 2 - Intelligent Flight Battery Charging Hub 
description: This product is included with the Inspire 2 and Inspire 2 Premium Combo. 
price: 99.00 
priceCurrency: GBP",True,"brand: DJI Consumer 
title: DJI Inspire 2 | Matrice 200 | DJI Matrice 210 Charging Hub | Spare Part 8 
price: 109.00 
priceCurrency: EUR

###

brand: DJI 
title: Inspire 2 - Intelligent Flight Battery Charging Hub 
description: This product is included with the Inspire 2 and Inspire 2 Premium Combo. 
price: 99.00 
priceCurrency: GBP

###

Same product?", yes,True,True,True
"title: Apple® Lightning™ Digital AV Adapter 
description: HDMI adapter to connect your newer Apple device to a TV or projector","title: LIGHTNING TO DIGITAL AV (HDMI) ADAPTER 
description: Use the Lightning Digital AV Adapter with your iPhone, iPad, or iPod with Lightning connector. The Lightning Digital AV Adapter supports mirroring of what is displayed on your device screen — including apps, presentations, websites, slideshows, and more — to your HDMI-equipped TV, display, projector, or other compatible display in up to 1080p HD. 
price: 230 
priceCurrency: SAR",True,"title: Apple® Lightning™ Digital AV Adapter 
description: HDMI adapter to connect your newer Apple device to a TV or projector

###

title: LIGHTNING TO DIGITAL AV (HDMI) ADAPTER 
description: Use the Lightning Digital AV Adapter with your iPhone, iPad, or iPod with Lightning connector. The Lightning Digital AV Adapter supports mirroring of what is displayed on your device screen — including apps, presentations, websites, slideshows, and more — to your HDMI-equipped TV, display, projector, or other compatible display in up to 1080p HD. 
price: 230 
priceCurrency: SAR

###

Same product?", yes,True,True,True
"title: Canon EF-S 10-18mm F4.5-5.6 IS STM 
description: With a compact, lightweight design that’s ideal for travel, this ultra-wide-angle EF-S zoom lens lets you fit more in every shot for dramatic landscapes and expressive architectural images. 
price: 195.00 
priceCurrency: GBP","brand: Canon 
title: Canon EF-S 10-18mm f/4.5-5.6 IS STM Ultra Wide Zoom Lens – 9519B002 
description: The EF-S 10-18mm f/4.5-5.6 IS STM lens combines optical excellence with cutting-edge performance, providing an ultra-wide angle of view in a compact, portable package, perfect for EOS cameras with an APS-C sensor. It has a 4 group optical zoom system and includes a large-diameter element, an aspherical lens element, a UD lens element and enhanced lens coatings for high-contrast, high-resolution images with minimal glare and aberration. A circular, 7-blade aperture helps ensure fine background blur and the Canon Optical Image Stabilizer system provides up to four equivalent stops of shake correction. The lens has a stepping motor (STM) and a refined focus mechanism for smooth and continuous AF during video recording. It also has a rear focusing system, plus a high speed CPU and improved AF algorithm for high-speed AF; and offers full-time manual focus for quick adjustments. The EF-S 10-18mm f/4.5-5.6 IS STM delivers reliable, speedy and quiet wide-angle performance, making 
price: 299.99",True,"title: Canon EF-S 10-18mm F4.5-5.6 IS STM 
description: With a compact, lightweight design that’s ideal for travel, this ultra-wide-angle EF-S zoom lens lets you fit more in every shot for dramatic landscapes and expressive architectural images. 
price: 195.00 
priceCurrency: GBP

###

brand: Canon 
title: Canon EF-S 10-18mm f/4.5-5.6 IS STM Ultra Wide Zoom Lens – 9519B002 
description: The EF-S 10-18mm f/4.5-5.6 IS STM lens combines optical excellence with cutting-edge performance, providing an ultra-wide angle of view in a compact, portable package, perfect for EOS cameras with an APS-C sensor. It has a 4 group optical zoom system and includes a large-diameter element, an aspherical lens element, a UD lens element and enhanced lens coatings for high-contrast, high-resolution images with minimal glare and aberration. A circular, 7-blade aperture helps ensure fine background blur and the Canon Optical Image Stabilizer system provides up to four equivalent stops of shake correction. The lens has a stepping motor (STM) and a refined focus mechanism for smooth and continuous AF during video recording. It also has a rear focusing system, plus a high speed CPU and improved AF algorithm for high-speed AF; and offers full-time manual focus for quick adjustments. The EF-S 10-18mm f/4.5-5.6 IS STM delivers reliable, speedy and quiet wide-angle performance, making 
price: 299.99

###

Same product?", yes,False,False,True
"title: Ram Mout Triple Ball Adapter 
price: €46,95 
priceCurrency: EUR","brand: Jabra 
title: Jabra Evolve 20 monaural wired USB headset 
description: An entry level USB headset with call control that works straight out of the box. Installation is as easy as simply plugging it in to the USB port on your laptop. 
price: 25 
priceCurrency: GBP",False,"title: Ram Mout Triple Ball Adapter 
price: €46,95 
priceCurrency: EUR

###

brand: Jabra 
title: Jabra Evolve 20 monaural wired USB headset 
description: An entry level USB headset with call control that works straight out of the box. Installation is as easy as simply plugging it in to the USB port on your laptop. 
price: 25 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: Epson - Ink Cartridge Black 10K 
price: 3905.00 
priceCurrency: CZK","title: Epson Ink Cartridge - Light Light Black 350ml (7890/7900/9890/9900 
description: Epson Ink Cartridge - Light Light Black 350ml (7890/7900/9890/9900 
price: 136.59 
priceCurrency: GBP",False,"title: Epson - Ink Cartridge Black 10K 
price: 3905.00 
priceCurrency: CZK

###

title: Epson Ink Cartridge - Light Light Black 350ml (7890/7900/9890/9900 
description: Epson Ink Cartridge - Light Light Black 350ml (7890/7900/9890/9900 
price: 136.59 
priceCurrency: GBP

###

Same product?", no,False,False,False
"brand: Maxxis 
title: Maxxis Maxxis Dissector Tire 29 
price: 75.00 
priceCurrency: USD","brand: Maxxis 
title: Maxxis Maxxis, Aggressor, Tire, 29''x2.30, Folding, Tubeless Ready, Dual, EXO, 60TPI, Black 
price: 66.00 
priceCurrency: USD",False,"brand: Maxxis 
title: Maxxis Maxxis Dissector Tire 29 
price: 75.00 
priceCurrency: USD

###

brand: Maxxis 
title: Maxxis Maxxis, Aggressor, Tire, 29''x2.30, Folding, Tubeless Ready, Dual, EXO, 60TPI, Black 
price: 66.00 
priceCurrency: USD

###

Same product?", no,True,False,False
"title: Blackmagic Design ATEM Production Studio 4K Switcher 
description: Blackmagic Design ATEM Production Studio 4K SwitchATEM Production Studio 4K lets you connect up to 8 SD, HD or Ultra HD 4K video cameras, disk recorders and computers to do true broadcast quality work. You get all the features you expect from a professional switcher including chroma key, transitions, media pool, downstream keyers, audio mixer, multi view and the world's first 6G-SDI and HDMI 4K video connections.Specifications:ConnectionsTotal Video Inputs: 8Total Video Outputs: 6SDI Rates: 270Mb, 1.5G, 3G, 6G.Total Audio Inputs: 2 x XLR. 2 x RCA.Total Audio Outputs: 2 x XLR Program.Timecode Connection: NoneSDI Video Inputs: 4 x 10-bit SD/HD/Ultra HD 4K switchable. 2 channel embedded audio.HDMI Video Inputs: 4 x HDMI type A, 10-bit SD/HD/Ultra HD 4K switchable. 2 channel embedded audio.SDI Audio Outputs: 2 channel embedded into SDI output.Reference Input: Tri-Sync or Black Burst.Video Input Re-Sync: On all 8 inputs.SDI Program Outputs: 1 x 10-bit SD/HD/Ultra HD 4K switchab
price: 1.695E3 
priceCurrency: USD","title: Western Digital Blue PC 2.5\ 250 GB Serial ATA III 
description: 250 GB, 2.5\, SATA 6Gb/s, 540/500 MB/s 
price: 62.436001 
priceCurrency: EUR",False,"title: Blackmagic Design ATEM Production Studio 4K Switcher 
description: Blackmagic Design ATEM Production Studio 4K SwitchATEM Production Studio 4K lets you connect up to 8 SD, HD or Ultra HD 4K video cameras, disk recorders and computers to do true broadcast quality work. You get all the features you expect from a professional switcher including chroma key, transitions, media pool, downstream keyers, audio mixer, multi view and the world's first 6G-SDI and HDMI 4K video connections.Specifications:ConnectionsTotal Video Inputs: 8Total Video Outputs: 6SDI Rates: 270Mb, 1.5G, 3G, 6G.Total Audio Inputs: 2 x XLR. 2 x RCA.Total Audio Outputs: 2 x XLR Program.Timecode Connection: NoneSDI Video Inputs: 4 x 10-bit SD/HD/Ultra HD 4K switchable. 2 channel embedded audio.HDMI Video Inputs: 4 x HDMI type A, 10-bit SD/HD/Ultra HD 4K switchable. 2 channel embedded audio.SDI Audio Outputs: 2 channel embedded into SDI output.Reference Input: Tri-Sync or Black Burst.Video Input Re-Sync: On all 8 inputs.SDI Program Outputs: 1 x 10-bit SD/HD/Ultra HD 4K switchab
price: 1.695E3 
priceCurrency: USD

###

title: Western Digital Blue PC 2.5\ 250 GB Serial ATA III 
description: 250 GB, 2.5\, SATA 6Gb/s, 540/500 MB/s 
price: 62.436001 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Full Frame E-Mount FE 70-200mm F4 G OSS Lens 
description: 70-200mm E-mount G lens with Optical SteadyShot for stable images, F4 aperture and two ED glass elements 
price: 2088.0 
priceCurrency: AUD","brand: Sony 
title: Sony SEL70200G 70-200mm Mount Lens 
price: 1232.00 
priceCurrency: GBP",True,"title: Full Frame E-Mount FE 70-200mm F4 G OSS Lens 
description: 70-200mm E-mount G lens with Optical SteadyShot for stable images, F4 aperture and two ED glass elements 
price: 2088.0 
priceCurrency: AUD

###

brand: Sony 
title: Sony SEL70200G 70-200mm Mount Lens 
price: 1232.00 
priceCurrency: GBP

###

Same product?", yes,True,False,False
"title: Ubiquiti Networks UVC-G3-LED security camera accessory 
description: IR Range Extender, Ø80 x 26mm, 75g 
price: 139.26 
priceCurrency: EUR","brand: Ubiquiti 
title: Ubiquiti UVC-G3-BULLET 3 pack 
description: The UniFi Video Camera G3 Bullet features clear 1080p video resolution. The ball joint mount design offers flexible 3-axis adjustment and can be mounted indoors or outdoors. The camera has infrared LEDs with an automatic IR cut filter for day and night surveillance. Supports 802.3af or 24V Passive PoE. Available in 3-pack.UVC-G3-BULLETDimensionsØ 75 x 140 mm(Ø 2.95 x 5.51\)Weight300 g(10.58 oz)EnclosureInjection-Molded Polycarbonate and Die-Cast AluminumNetworking Interface(1) 10/100 Ethernet PortSensor1/3\ 4-Megapixel HDR SensorLensEFL 3.6 mm, f/1.8Night ModeIR LEDs with Mechanical IR Cut FilterMicrophoneYesButtonFactory Reset ButtonPower Method802.3af PoE or 24V Passive PoEPower Supply802.3af PoE SwitchMaximum Power Consumption Standalone With Optional IR Extender4W 9WMountingWall/Ceiling/PoleOperating Temperature-20 to 50° C (-4 to 122° F)Operating Humidity20 - 90% NoncondensingVIDEOVideo CompressionH.264Resolution1080p Full HD (1920x1080)Maximum Frame Rate30 FPSImage S
price: 404.74 
priceCurrency: USD",False,"title: Ubiquiti Networks UVC-G3-LED security camera accessory 
description: IR Range Extender, Ø80 x 26mm, 75g 
price: 139.26 
priceCurrency: EUR

###

brand: Ubiquiti 
title: Ubiquiti UVC-G3-BULLET 3 pack 
description: The UniFi Video Camera G3 Bullet features clear 1080p video resolution. The ball joint mount design offers flexible 3-axis adjustment and can be mounted indoors or outdoors. The camera has infrared LEDs with an automatic IR cut filter for day and night surveillance. Supports 802.3af or 24V Passive PoE. Available in 3-pack.UVC-G3-BULLETDimensionsØ 75 x 140 mm(Ø 2.95 x 5.51\)Weight300 g(10.58 oz)EnclosureInjection-Molded Polycarbonate and Die-Cast AluminumNetworking Interface(1) 10/100 Ethernet PortSensor1/3\ 4-Megapixel HDR SensorLensEFL 3.6 mm, f/1.8Night ModeIR LEDs with Mechanical IR Cut FilterMicrophoneYesButtonFactory Reset ButtonPower Method802.3af PoE or 24V Passive PoEPower Supply802.3af PoE SwitchMaximum Power Consumption Standalone With Optional IR Extender4W 9WMountingWall/Ceiling/PoleOperating Temperature-20 to 50° C (-4 to 122° F)Operating Humidity20 - 90% NoncondensingVIDEOVideo CompressionH.264Resolution1080p Full HD (1920x1080)Maximum Frame Rate30 FPSImage S
price: 404.74 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: SANDISK 128GB SDXV5 EXTREME SDXC MEMORY CARD (SDSDXV5-128G-GNCIN)-WRTY LTD LIFET W/DISTRIBUTOR 
description: Warranty : LTD LifeTime with Local Distributor - Convergent 
price: 48.00 
priceCurrency: SGD","brand: SanDisk 
title: SanDisk memory card SDXC 256GB Extreme Pro V30 U3 
description: Shoot without limitsOur most powerful and highest capacity SD™ UHS-I memory card delivers maximum speed for performance, reliability, and uncompromising image and 4K UHD video1 quality from your DSLR, advanced digital or HD video camera. Transfer speeds up to 95 MB/s* move your data fast for efficient post-production workflow.Speedsof up to 95MB/s read and 90MB/s writeFor maximum efficiency, SanDisk Extreme PRO SDHC and SDXC UHS-I Cards deliver extremely fast transfer speeds of up to 95MB/s for post-production workflow. Write speeds of up to 90MB/s handle rapid shots, sequential burst mode, and RAW plus JPEG capture with ease.Designed for professionalsProfessional cameras and high-resolution camcorders deserve the power, performance, capacity and reliability of SanDisk's latest innovations. This is why professional photographers and videographers trust SanDisk memory cards.4K UHD readyWith UHS Video Speed Class 30 (V30) and UHS Speed Class 3 (U3) ratings, the SanDisk Extre
price: 109.00 
priceCurrency: EUR",False,"title: SANDISK 128GB SDXV5 EXTREME SDXC MEMORY CARD (SDSDXV5-128G-GNCIN)-WRTY LTD LIFET W/DISTRIBUTOR 
description: Warranty : LTD LifeTime with Local Distributor - Convergent 
price: 48.00 
priceCurrency: SGD

###

brand: SanDisk 
title: SanDisk memory card SDXC 256GB Extreme Pro V30 U3 
description: Shoot without limitsOur most powerful and highest capacity SD™ UHS-I memory card delivers maximum speed for performance, reliability, and uncompromising image and 4K UHD video1 quality from your DSLR, advanced digital or HD video camera. Transfer speeds up to 95 MB/s* move your data fast for efficient post-production workflow.Speedsof up to 95MB/s read and 90MB/s writeFor maximum efficiency, SanDisk Extreme PRO SDHC and SDXC UHS-I Cards deliver extremely fast transfer speeds of up to 95MB/s for post-production workflow. Write speeds of up to 90MB/s handle rapid shots, sequential burst mode, and RAW plus JPEG capture with ease.Designed for professionalsProfessional cameras and high-resolution camcorders deserve the power, performance, capacity and reliability of SanDisk's latest innovations. This is why professional photographers and videographers trust SanDisk memory cards.4K UHD readyWith UHS Video Speed Class 30 (V30) and UHS Speed Class 3 (U3) ratings, the SanDisk Extre
price: 109.00 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Pen Drive 64GB DataTraveler SE9 G2 USB 3.0 KINGSTON 
price: 11,90 € 
priceCurrency: EUR","brand: KINGSTON 
title: Cle Usb KINGSTON Data Traveler G4 16Go USB 3.0 DTIG4/16GB 
description: Cle Usb KINGSTON Data Traveler G4 16Go USB 3.0 DTIG4/16GB- DTIG4/16GB",False,"title: Pen Drive 64GB DataTraveler SE9 G2 USB 3.0 KINGSTON 
price: 11,90 € 
priceCurrency: EUR

###

brand: KINGSTON 
title: Cle Usb KINGSTON Data Traveler G4 16Go USB 3.0 DTIG4/16GB 
description: Cle Usb KINGSTON Data Traveler G4 16Go USB 3.0 DTIG4/16GB- DTIG4/16GB

###

Same product?", no,False,False,False
"brand: Benq 
title: BenQ SW271 27\ 4K UHD LED LCD Monitor - 16:9 - Grey 
description: 3840 x 2160 - 1.07 Billion Colors - 350 cd/m² - 5 ms - HDMI - DisplayPort 
price: 1324.94 
priceCurrency: GBP","title: 3M - Sekretessfilter 27\ Widescreen 16:9 
description: 3M Sekretessfilter 27\ Widescreen 16:9(PF27.0W9) - Type: Skærmbeskytter 
price: 1237.50 
priceCurrency: DKK",False,"brand: Benq 
title: BenQ SW271 27\ 4K UHD LED LCD Monitor - 16:9 - Grey 
description: 3840 x 2160 - 1.07 Billion Colors - 350 cd/m² - 5 ms - HDMI - DisplayPort 
price: 1324.94 
priceCurrency: GBP

###

title: 3M - Sekretessfilter 27\ Widescreen 16:9 
description: 3M Sekretessfilter 27\ Widescreen 16:9(PF27.0W9) - Type: Skærmbeskytter 
price: 1237.50 
priceCurrency: DKK

###

Same product?", no,False,False,False
"title: Canon PG545 Black Ink Cartridge 
description: Canon PG545 Black Ink Cartridge 
price: 12.84 
priceCurrency: GBP","title: Cartridge CANON PGI-570PGBK Black 0372C001 
price: 13.88 
priceCurrency: EUR",False,"title: Canon PG545 Black Ink Cartridge 
description: Canon PG545 Black Ink Cartridge 
price: 12.84 
priceCurrency: GBP

###

title: Cartridge CANON PGI-570PGBK Black 0372C001 
price: 13.88 
priceCurrency: EUR

###

Same product?", no,False,False,False
"brand: Corsair 
title: Corsair Force MP510 series 480GB NVMe PCIe M.2 Solid State Drive (CSSD-F480GBMP510B) 
description: 480GB Corsair MP510, M.2 (2280) PCIe 3.0 (x4) NVMe 1.3 SSD,3480MB/s Read,2000MB/s Write, 360k/ 440k IOPS 
price: 79.992 
priceCurrency: GBP","title: TISSOT T091.420.46.051.01 T-TOUCH Expert Solar 
price: 26170.00 
priceCurrency: CZK",False,"brand: Corsair 
title: Corsair Force MP510 series 480GB NVMe PCIe M.2 Solid State Drive (CSSD-F480GBMP510B) 
description: 480GB Corsair MP510, M.2 (2280) PCIe 3.0 (x4) NVMe 1.3 SSD,3480MB/s Read,2000MB/s Write, 360k/ 440k IOPS 
price: 79.992 
priceCurrency: GBP

###

title: TISSOT T091.420.46.051.01 T-TOUCH Expert Solar 
price: 26170.00 
priceCurrency: CZK

###

Same product?", no,False,False,False
"title: Corsair Hydro H115i RGB PRO XT 280mm Liquid CPU Cooler. Intel 1200, 1150x, 2011, 2066, AM3, AM2, AM4, TR4, sTRX4, sTR4. 5 Years Warranty 
description: The CORSAIR iCUE H115i RGB PRO XT is an all-in-one liquid CPU cooler built for both low noise operation and extreme CPU cooling, with a 280mm radiator and two CORSAIR ML140 PWM fans controllable between 400 RPM and 2,000 RPM. Equipped with 16 individually addressable RGB LEDs on the pump head, the H115i RGB PRO XT pairs killer looks with chiller performance.Magnetic Levitation Fans: Two 140mm CORSAIR ML Series fans deliver improved airflow for extreme CPU cooling performance. Dynamic Multi-Zone RGB Pump Head: 16 Individually addressable RGB LEDs light up the pump head to produce stunning, customizable lighting effects to match your build. Extreme CPU Cooling: Experience incredible cooling performance, with each fan running from 400 to 2,000 RPM while in operation. Zero RPM Mode: Zero RPM cooling profiles in CORSAIR iCUE software allow fans to stop entirely at low temperatures, eliminating fan noise. Powerful iCUE Software: Control and synchronize your cooler’s RGB lighting
price: 262.99 
priceCurrency: AUD","brand: Canon 
title: Canon EF 100mm F2.8 L IS USM Macro Lens 
description: Canon EF 100mm F2.8 L IS USM Macro Lens 
price: 1399 
priceCurrency: AUD",False,"title: Corsair Hydro H115i RGB PRO XT 280mm Liquid CPU Cooler. Intel 1200, 1150x, 2011, 2066, AM3, AM2, AM4, TR4, sTRX4, sTR4. 5 Years Warranty 
description: The CORSAIR iCUE H115i RGB PRO XT is an all-in-one liquid CPU cooler built for both low noise operation and extreme CPU cooling, with a 280mm radiator and two CORSAIR ML140 PWM fans controllable between 400 RPM and 2,000 RPM. Equipped with 16 individually addressable RGB LEDs on the pump head, the H115i RGB PRO XT pairs killer looks with chiller performance.Magnetic Levitation Fans: Two 140mm CORSAIR ML Series fans deliver improved airflow for extreme CPU cooling performance. Dynamic Multi-Zone RGB Pump Head: 16 Individually addressable RGB LEDs light up the pump head to produce stunning, customizable lighting effects to match your build. Extreme CPU Cooling: Experience incredible cooling performance, with each fan running from 400 to 2,000 RPM while in operation. Zero RPM Mode: Zero RPM cooling profiles in CORSAIR iCUE software allow fans to stop entirely at low temperatures, eliminating fan noise. Powerful iCUE Software: Control and synchronize your cooler’s RGB lighting
price: 262.99 
priceCurrency: AUD

###

brand: Canon 
title: Canon EF 100mm F2.8 L IS USM Macro Lens 
description: Canon EF 100mm F2.8 L IS USM Macro Lens 
price: 1399 
priceCurrency: AUD

###

Same product?", no,False,False,False
"title: Jabra Evolve 20 Special Edition Mono MS 
description: The Evolve 20 Special Edition is a headset that is made for both voice and music, provides excellent Passive Noise Cancellation (PNC) and is equipped with a state-of-the-art noise cancelling microphone. Add these factors to increased user-comfort and we are confident that this is a headset that users will really want to use – thereby also addressing the constant issue of UC-adoption.","title: JABRA - EVOLVE 20 UC MONO HD AUDIOIN ACCS 
description: JABRA EVOLVE 20 UC MONO HD AUDIOIN ACCS (4993-829-209) - Type: Kablet hodesett 
price: 827.00 
priceCurrency: NOK",False,"title: Jabra Evolve 20 Special Edition Mono MS 
description: The Evolve 20 Special Edition is a headset that is made for both voice and music, provides excellent Passive Noise Cancellation (PNC) and is equipped with a state-of-the-art noise cancelling microphone. Add these factors to increased user-comfort and we are confident that this is a headset that users will really want to use – thereby also addressing the constant issue of UC-adoption.

###

title: JABRA - EVOLVE 20 UC MONO HD AUDIOIN ACCS 
description: JABRA EVOLVE 20 UC MONO HD AUDIOIN ACCS (4993-829-209) - Type: Kablet hodesett 
price: 827.00 
priceCurrency: NOK

###

Same product?", no,True,True,True
"title: LOGITECH UC Corded Stereo USB Headset H650e - Business EMEA 
description: LOGITECH UC Corded Stereo USB Headset H650e - Business EMEA 
price: 0.001","title: Logitech H650e USB PC Headset 
description: The Logitech USB Headset H650e is ideal for employees who need to block off surrounding noise for laser-like focus during desktop calls. 
price: 2871.460 
priceCurrency: THB",True,"title: LOGITECH UC Corded Stereo USB Headset H650e - Business EMEA 
description: LOGITECH UC Corded Stereo USB Headset H650e - Business EMEA 
price: 0.001

###

title: Logitech H650e USB PC Headset 
description: The Logitech USB Headset H650e is ideal for employees who need to block off surrounding noise for laser-like focus during desktop calls. 
price: 2871.460 
priceCurrency: THB

###

Same product?", yes,True,True,True
"title: Epson - Ink Cartridge Black 10K 
price: 3905.00 
priceCurrency: CZK","title: RAM-B-149ZU RAM Mounts U-bolt Bike & Motorcycle Universal Mount 1\ Ball 
description: RAM Mounts 793442149009RAM-B-149ZU RAM Mounts U-bolt Bike & Motorcycle Universal Mount 1\ BallThe RAM-B-149ZU consists of a zinc coated u-bolt base, double socket arm and diamond adapter base. The diamond adapter base has a hole pattern that matches the industry standard AMPS hole pattern and will connect to a large variety of RAM Mount and third party cradles.Designed into the mount is a 1\ diameter patented rubber ball and socket system with adjustment points at both ends of the double socket arm. With a twist of the arm knob, you can move the mount to your optimum viewing position. Included in this package is hardware that will accommodate rails from 0.50\ to 1.25\ in diameter.This product is packaged in a poly bag.PHONE AND CRADLE SHOWN IN PHOTO NOT INCLUDED! 
price: 30.99 
priceCurrency: USD",False,"title: Epson - Ink Cartridge Black 10K 
price: 3905.00 
priceCurrency: CZK

###

title: RAM-B-149ZU RAM Mounts U-bolt Bike & Motorcycle Universal Mount 1\ Ball 
description: RAM Mounts 793442149009RAM-B-149ZU RAM Mounts U-bolt Bike & Motorcycle Universal Mount 1\ BallThe RAM-B-149ZU consists of a zinc coated u-bolt base, double socket arm and diamond adapter base. The diamond adapter base has a hole pattern that matches the industry standard AMPS hole pattern and will connect to a large variety of RAM Mount and third party cradles.Designed into the mount is a 1\ diameter patented rubber ball and socket system with adjustment points at both ends of the double socket arm. With a twist of the arm knob, you can move the mount to your optimum viewing position. Included in this package is hardware that will accommodate rails from 0.50\ to 1.25\ in diameter.This product is packaged in a poly bag.PHONE AND CRADLE SHOWN IN PHOTO NOT INCLUDED! 
price: 30.99 
priceCurrency: USD

###

Same product?", no,False,False,False
"brand: Instax 
title: Instax Fujifilm | Instax SQUARE Instant Film - Black Border (10 Exposures) 
price: 14.99 
priceCurrency: CAD","title: [Fujifilm]100 Sheet Fujifilm Instax Square Plain White Instant Polaroid Film for SQ 10 Camera | SP3 Printer 
description: 100 sheet instax Square Film 
price: 98.50 
priceCurrency: USD",False,"brand: Instax 
title: Instax Fujifilm | Instax SQUARE Instant Film - Black Border (10 Exposures) 
price: 14.99 
priceCurrency: CAD

###

title: [Fujifilm]100 Sheet Fujifilm Instax Square Plain White Instant Polaroid Film for SQ 10 Camera | SP3 Printer 
description: 100 sheet instax Square Film 
price: 98.50 
priceCurrency: USD

###

Same product?", no,False,False,False
"brand: Maxxis 
title: Maxxis Maxxis, High Roller II, 27.5''x2.50, Folding, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black 
price: 85.00 
priceCurrency: USD","brand: Iiyama 
title: Monitor LED iiyama ProLite XUB2792QSU-B1 LED display 68.6 cm (27\) 2560 x 1440 pixels Wide Quad HD Black 
price: 1521.99 
priceCurrency: RON",False,"brand: Maxxis 
title: Maxxis Maxxis, High Roller II, 27.5''x2.50, Folding, 3C Maxx Terra, EXO, Wide Trail, 60TPI, Black 
price: 85.00 
priceCurrency: USD

###

brand: Iiyama 
title: Monitor LED iiyama ProLite XUB2792QSU-B1 LED display 68.6 cm (27\) 2560 x 1440 pixels Wide Quad HD Black 
price: 1521.99 
priceCurrency: RON

###

Same product?", no,False,False,False
